Date,Close
2022-10-14,731.9099731445312
2022-10-17,736.27001953125
2022-10-18,742.1099853515625
2022-10-19,737.719970703125
2022-10-20,730.9199829101562
2022-10-21,744.0700073242188
2022-10-24,768.4600219726562
2022-10-25,775.72998046875
2022-10-26,777.4600219726562
2022-10-27,813.219970703125
2022-10-28,836.2999877929688
2022-10-31,837.1699829101562
2022-11-01,834.0
2022-11-02,815.1099853515625
2022-11-03,819.3699951171875
2022-11-04,815.739990234375
2022-11-07,830.2000122070312
2022-11-08,833.510009765625
2022-11-09,828.7000122070312
2022-11-10,843.8499755859375
2022-11-11,815.5999755859375
2022-11-14,824.9199829101562
2022-11-15,825.1199951171875
2022-11-16,833.97998046875
2022-11-17,829.97998046875
2022-11-18,838.27001953125
2022-11-21,846.3900146484375
2022-11-22,852.1300048828125
2022-11-23,850.8200073242188
2022-11-25,855.969970703125
2022-11-28,852.5599975585938
2022-11-29,849.72998046875
2022-11-30,864.5399780273438
2022-12-01,857.1799926757812
2022-12-02,858.4099731445312
2022-12-05,843.0999755859375
2022-12-06,829.6599731445312
2022-12-07,828.7899780273438
2022-12-08,836.3599853515625
2022-12-09,827.7999877929688
2022-12-12,834.3499755859375
2022-12-13,818.760009765625
2022-12-14,814.5
2022-12-15,807.2000122070312
2022-12-16,811.77001953125
2022-12-19,816.4299926757812
2022-12-20,823.6300048828125
2022-12-21,833.6199951171875
2022-12-22,823.780029296875
2022-12-23,833.5499877929688
2022-12-27,843.8400268554688
2022-12-28,844.6199951171875
2022-12-29,843.6599731445312
2022-12-30,844.030029296875
2023-01-03,840.719970703125
2023-01-04,826.739990234375
2023-01-05,834.2899780273438
2023-01-06,842.52001953125
2023-01-09,828.7100219726562
2023-01-10,826.8800048828125
2023-01-11,825.5
2023-01-12,810.8499755859375
2023-01-13,815.469970703125
2023-01-17,809.739990234375
2023-01-18,805.0800170898438
2023-01-19,793.72998046875
2023-01-20,793.3800048828125
2023-01-23,794.4000244140625
2023-01-24,799.0900268554688
2023-01-25,800.469970703125
2023-01-26,800.6300048828125
2023-01-27,771.1699829101562
2023-01-30,789.6300048828125
2023-01-31,792.3499755859375
2023-02-01,807.9299926757812
2023-02-02,805.6599731445312
2023-02-03,794.8400268554688
2023-02-06,809.4500122070312
2023-02-07,801.02001953125
2023-02-08,787.3599853515625
2023-02-09,817.0
2023-02-10,825.3200073242188
2023-02-13,849.489990234375
2023-02-14,861.0
2023-02-15,861.22998046875
2023-02-16,862.0
2023-02-17,873.010009765625
2023-02-21,860.1300048828125
2023-02-22,842.510009765625
2023-02-23,841.1599731445312
2023-02-24,831.8200073242188
2023-02-27,845.9600219726562
2023-02-28,830.0999755859375
2023-03-01,824.219970703125
2023-03-02,840.8900146484375
2023-03-03,838.030029296875
2023-03-06,839.4400024414062
2023-03-07,828.719970703125
2023-03-08,830.5599975585938
2023-03-09,822.3099975585938
2023-03-10,819.9199829101562
2023-03-13,818.22998046875
2023-03-14,821.22998046875
2023-03-15,818.260009765625
2023-03-16,819.52001953125
2023-03-17,797.8699951171875
2023-03-20,816.0599975585938
2023-03-21,819.6300048828125
2023-03-22,808.969970703125
2023-03-23,801.3800048828125
2023-03-24,810.760009765625
2023-03-27,819.0399780273438
2023-03-28,828.8499755859375
2023-03-29,832.0800170898438
2023-03-30,841.5
2023-03-31,848.97998046875
2023-04-03,867.9500122070312
2023-04-04,864.4400024414062
2023-04-05,858.3499755859375
2023-04-06,861.1300048828125
2023-04-10,869.75
2023-04-11,871.0399780273438
2023-04-12,877.3499755859375
2023-04-13,887.9500122070312
2023-04-14,892.27001953125
2023-04-17,897.280029296875
2023-04-18,909.9199829101562
2023-04-19,899.1400146484375
2023-04-20,905.3599853515624
2023-04-21,903.8099975585938
2023-04-24,907.0
2023-04-25,897.760009765625
2023-04-26,894.2000122070312
2023-04-27,915.6699829101562
2023-04-28,917.3099975585938
2023-05-01,929.5999755859376
2023-05-02,936.52001953125
2023-05-03,931.6699829101562
2023-05-04,933.6199951171876
2023-05-05,940.780029296875
2023-05-08,946.6400146484376
2023-05-09,953.4600219726562
2023-05-10,954.77001953125
2023-05-11,958.260009765625
2023-05-12,962.0999755859376
2023-05-15,945.280029296875
2023-05-16,937.5499877929688
2023-05-17,939.4299926757812
2023-05-18,941.7999877929688
2023-05-19,954.2999877929688
2023-05-22,928.1400146484376
2023-05-23,911.989990234375
2023-05-24,928.9400024414062
2023-05-25,935.02001953125
2023-05-26,923.0
2023-05-30,928.0800170898438
2023-05-31,903.3099975585938
2023-06-01,895.280029296875
2023-06-02,895.3400268554688
2023-06-05,902.1099853515624
2023-06-06,885.9299926757812
2023-06-07,883.1099853515625
2023-06-08,906.6799926757812
2023-06-09,906.989990234375
2023-06-12,911.780029296875
2023-06-13,916.27001953125
2023-06-14,909.6400146484376
2023-06-15,927.489990234375
2023-06-16,919.02001953125
2023-06-20,917.489990234375
2023-06-21,937.9299926757812
2023-06-22,932.5499877929688
2023-06-23,924.760009765625
2023-06-26,931.6500244140624
2023-06-27,935.3900146484376
2023-06-28,937.030029296875
2023-06-29,937.4199829101562
2023-06-30,955.2999877929688
2023-07-03,947.0800170898438
2023-07-05,947.8400268554688
2023-07-06,944.3300170898438
2023-07-07,934.469970703125
2023-07-10,961.0900268554688
2023-07-11,967.5599975585938
2023-07-12,969.22998046875
2023-07-13,956.0599975585938
2023-07-14,961.4099731445312
2023-07-17,968.9600219726562
2023-07-18,962.4099731445312
2023-07-19,963.4500122070312
2023-07-20,952.22998046875
2023-07-21,956.22998046875
2023-07-24,957.97998046875
2023-07-25,964.3099975585938
2023-07-26,965.6199951171876
2023-07-27,919.6099853515624
2023-07-28,928.7899780273438
2023-07-31,925.7899780273438
2023-08-01,931.0499877929688
2023-08-02,918.4600219726562
2023-08-03,930.780029296875
2023-08-04,925.9299926757812
2023-08-07,931.760009765625
2023-08-08,929.2000122070312
2023-08-09,929.739990234375
2023-08-10,936.6400146484376
2023-08-11,943.5599975585938
2023-08-14,945.1500244140624
2023-08-15,951.3599853515624
2023-08-16,951.0599975585938
2023-08-17,931.6699829101562
2023-08-18,938.0
2023-08-21,945.489990234375
2023-08-22,934.030029296875
2023-08-23,947.1699829101562
2023-08-24,935.1400146484376
2023-08-25,931.0399780273438
2023-08-28,934.4299926757812
2023-08-29,946.6199951171876
2023-08-30,952.1500244140624
2023-08-31,939.7000122070312
2023-09-01,947.4500122070312
2023-09-05,945.530029296875
2023-09-06,944.7899780273438
2023-09-07,945.8099975585938
2023-09-08,958.3599853515624
2023-09-11,942.5
2023-09-12,924.27001953125
2023-09-13,926.8499755859376
2023-09-14,940.6799926757812
2023-09-15,930.2100219726562
2023-09-18,929.3499755859376
2023-09-19,929.1799926757812
2023-09-20,945.8300170898438
2023-09-21,926.469970703125
2023-09-22,936.02001953125
2023-09-25,933.6400146484376
2023-09-26,914.5599975585938
2023-09-27,914.1699829101562
2023-09-28,917.4099731445312
2023-09-29,908.8599853515624
2023-10-02,898.6199951171875
2023-10-03,889.5999755859375
2023-10-04,897.2000122070312
2023-10-05,900.7999877929688
2023-10-06,902.1500244140624
2023-10-09,914.6699829101562
2023-10-10,918.1300048828124
2023-10-11,916.4099731445312
2023-10-12,919.4400024414062
2023-10-13,926.4600219726562
2023-10-16,945.2999877929688
2023-10-17,946.0599975585938
2023-10-18,930.5
2023-10-19,898.3900146484375
2023-10-20,907.0599975585938
2023-10-23,878.6699829101562
2023-10-24,872.0
2023-10-25,874.9199829101562
2023-10-26,921.6400146484376
2023-10-27,924.5599975585938
2023-10-30,930.1400146484376
2023-10-31,930.4400024414062
2023-11-01,945.6599731445312
2023-11-02,948.0900268554688
2023-11-03,952.8400268554688
2023-11-06,956.0999755859376
2023-11-07,974.6099853515624
2023-11-08,973.7000122070312
2023-11-09,978.1400146484376
2023-11-10,986.219970703125
2023-11-13,995.9199829101562
2023-11-14,982.9600219726562
2023-11-15,973.3400268554688
2023-11-16,971.989990234375
2023-11-17,968.5499877929688
2023-11-20,978.6099853515624
2023-11-21,983.5900268554688
2023-11-22,991.4600219726562
2023-11-24,987.1599731445312
2023-11-27,983.1300048828124
2023-11-28,977.4299926757812
2023-11-29,973.9400024414062
2023-11-30,982.3800048828124
2023-12-01,980.52001953125
2023-12-04,983.219970703125
2023-12-05,977.969970703125
2023-12-06,985.2000122070312
2023-12-07,953.7100219726562
2023-12-08,945.8800048828124
2023-12-11,965.52001953125
2023-12-12,972.7899780273438
2023-12-13,983.4099731445312
2023-12-14,951.1199951171876
2023-12-15,951.5700073242188
2023-12-18,960.1300048828124
2023-12-19,964.260009765625
2023-12-20,950.25
2023-12-21,957.5499877929688
2023-12-22,952.0599975585938
2023-12-26,942.0599975585938
2023-12-27,942.5499877929688
2023-12-28,941.2100219726562
2023-12-29,950.0800170898438
2024-01-02,944.97998046875
2024-01-03,943.7100219726562
2024-01-04,935.7999877929688
2024-01-05,925.4000244140624
2024-01-08,927.9400024414062
2024-01-09,927.9000244140624
2024-01-10,936.5499877929688
2024-01-11,944.6099853515624
2024-01-12,953.0599975585938
2024-01-16,990.25
2024-01-17,992.1599731445312
2024-01-18,1015.530029296875
2024-01-19,1028.099975585938
2024-01-22,1035.93994140625
2024-01-23,1025.319946289062
2024-01-24,1018.450012207031
2024-01-25,1024.0400390625
2024-01-26,1022.510009765625
2024-01-29,1030.010009765625
2024-01-30,1041.119995117188
2024-01-31,1023.049987792969
2024-02-01,1041.75
2024-02-02,1047.31005859375
2024-02-05,1055.619995117188
2024-02-06,1051.859985351562
2024-02-07,1067.02001953125
2024-02-08,1020.830017089844
2024-02-09,1025.819946289062
2024-02-12,1026.390014648438
2024-02-13,1039.260009765625
2024-02-14,1049.300048828125
2024-02-15,1047.900024414062
2024-02-16,1051.050048828125
2024-02-20,1035.630004882812
2024-02-21,1039.77001953125
2024-02-22,1054.81005859375
2024-02-23,1058.02001953125
2024-02-26,1062.069946289062
2024-02-27,1081.75
2024-02-28,1092.9599609375
2024-02-29,1087.420043945312
2024-03-01,1085.449951171875
2024-03-04,1077.97998046875
2024-03-05,1079.670043945312
2024-03-06,1081.650024414062
2024-03-07,1089.430053710938
2024-03-08,1084.199951171875
2024-03-11,1086.130004882812
2024-03-12,1094.599975585938
2024-03-13,1101.400024414062
2024-03-14,1116.900024414062
2024-03-15,1113.180053710938
2024-03-18,1113.829956054688
2024-03-19,1134.630004882812
2024-03-20,1145.2900390625
2024-03-21,1162.93994140625
2024-03-22,1167.530029296875
2024-03-25,1137.069946289062
2024-03-26,1134.780029296875
2024-03-27,1135.52001953125
2024-03-28,1128.880004882812
2024-04-01,1130.280029296875
2024-04-02,1140.2099609375
2024-04-03,1132.949951171875
2024-04-04,1099.630004882812
2024-04-05,1117.56005859375
2024-04-08,1107.239990234375
2024-04-09,1095.739990234375
2024-04-10,1093.099975585938
2024-04-11,1083.0
2024-04-12,1076.489990234375
2024-04-15,1069.27001953125
2024-04-16,1089.510009765625
2024-04-17,1094.800048828125
2024-04-18,1101.06005859375
2024-04-19,1090.93994140625
2024-04-22,1091.4599609375
2024-04-23,1092.349975585938
2024-04-24,1092.699951171875
2024-04-25,1054.130004882812
2024-04-26,1043.930053710938
2024-04-29,1037.0400390625
2024-04-30,1013.260009765625
2024-05-01,1005.109985351562
2024-05-02,1006.22998046875
2024-05-03,1012.950012207031
2024-05-06,1016.090026855469
2024-05-07,1020.710021972656
2024-05-08,1020.340026855469
2024-05-09,1030.719970703125
2024-05-10,1019.330017089844
2024-05-13,1012.75
2024-05-14,1006.77001953125
2024-05-15,1010.380004882812
2024-05-16,1005.97998046875
2024-05-17,1012.059997558594
2024-05-20,995.3300170898438
2024-05-21,995.5900268554688
2024-05-22,991.4400024414062
2024-05-23,975.8699951171876
2024-05-24,986.9600219726562
2024-05-28,957.510009765625
2024-05-29,957.9000244140624
2024-05-30,963.6400146484376
2024-05-31,963.260009765625
2024-06-03,956.6099853515624
2024-06-04,970.2999877929688
2024-06-05,976.8599853515624
2024-06-06,982.4199829101562
2024-06-07,978.7000122070312
2024-06-10,975.1400146484376
2024-06-11,1000.030029296875
2024-06-12,1004.239990234375
2024-06-13,995.780029296875
2024-06-14,1007.309997558594
2024-06-17,1043.25
2024-06-18,1056.650024414062
2024-06-20,1080.569946289062
2024-06-21,1081.7900390625
2024-06-24,1083.52001953125
2024-06-25,1057.7900390625
2024-06-26,1050.849975585938
2024-06-27,1057.420043945312
2024-06-28,1056.06005859375
2024-07-01,1016.320007324219
2024-07-02,1037.06005859375
2024-07-03,1020.539978027344
2024-07-05,1026.819946289062
2024-07-08,1022.789978027344
2024-07-09,1015.619995117188
2024-07-10,1028.18994140625
2024-07-11,1032.989990234375
2024-07-12,1040.109985351562
2024-07-15,1042.410034179688
2024-07-16,1043.52001953125
2024-07-17,1043.630004882812
2024-07-18,1028.089965820312
2024-07-19,1042.859985351562
2024-07-22,1057.099975585938
2024-07-23,1049.010009765625
2024-07-24,1050.7099609375
2024-07-25,1092.910034179688
2024-07-26,1110.31005859375
2024-07-29,1118.18994140625
2024-07-30,1140.900024414062
2024-07-31,1126.339965820312
2024-08-01,1133.400024414062
2024-08-02,1137.02001953125
2024-08-05,1105.52001953125
2024-08-06,1111.300048828125
2024-08-07,1109.050048828125
2024-08-08,1120.900024414062
2024-08-09,1124.410034179688
2024-08-12,1121.069946289062
2024-08-13,1114.719970703125
2024-08-14,1129.219970703125
2024-08-15,1115.890014648438
2024-08-16,1119.52001953125
2024-08-19,1121.5
2024-08-20,1126.569946289062
2024-08-21,1138.160034179688
2024-08-22,1127.670043945312
2024-08-23,1116.569946289062
2024-08-26,1120.280029296875
2024-08-27,1127.72998046875
2024-08-28,1138.699951171875
2024-08-29,1138.469970703125
2024-08-30,1129.969970703125
2024-09-03,1136.81005859375
2024-09-04,1137.72998046875
2024-09-05,1137.589965820312
2024-09-06,1119.180053710938
2024-09-09,1124.02001953125
2024-09-10,1129.430053710938
2024-09-11,1112.630004882812
2024-09-12,1119.930053710938
2024-09-13,1125.47998046875
2024-09-16,1130.719970703125
2024-09-17,1127.920043945312
2024-09-18,1133.18994140625
2024-09-19,1115.650024414062
2024-09-20,1109.050048828125
2024-09-23,1119.839965820312
2024-09-24,1129.219970703125
2024-09-25,1142.81005859375
2024-09-26,1159.619995117188
2024-09-27,1146.030029296875
2024-09-30,1151.599975585938
2024-10-01,1161.989990234375
2024-10-02,1154.920043945312
2024-10-03,1149.31005859375
2024-10-04,1154.900024414062
2024-10-07,1151.420043945312
2024-10-08,1167.530029296875
2024-10-09,1177.160034179688
2024-10-10,1171.359985351562
2024-10-11,1187.530029296875
2024-10-14,1202.589965820312
2024-10-15,1190.0
2024-10-16,1198.900024414062
2024-10-17,1204.219970703125
2024-10-18,1210.9599609375
2024-10-21,1219.010009765625
2024-10-22,1205.380004882812
2024-10-23,1199.25
2024-10-24,1199.77001953125
2024-10-25,1195.219970703125
2024-10-28,1197.109985351562
2024-10-29,1175.900024414062
2024-10-30,1162.2099609375
2024-10-31,1153.140014648438
2024-11-01,1146.589965820312
2024-11-04,1157.56005859375
2024-11-05,1162.329956054688
2024-11-06,1234.150024414062
2024-11-07,1214.510009765625
2024-11-08,1217.699951171875
2024-11-11,1228.52001953125
2024-11-12,1236.849975585938
2024-11-13,1238.780029296875
2024-11-14,1224.400024414062
2024-11-15,1213.369995117188
2024-11-18,1216.670043945312
2024-11-19,1200.589965820312
2024-11-20,1188.869995117188
2024-11-21,1204.739990234375
2024-11-22,1227.369995117188
2024-11-25,1238.760009765625
2024-11-26,1244.219970703125
2024-11-27,1244.010009765625
2024-11-29,1243.219970703125
2024-12-02,1246.819946289062
2024-12-03,1247.989990234375
2024-12-04,1242.920043945312
2024-12-05,1234.81005859375
2024-12-06,1257.780029296875
2024-12-09,1254.900024414062
2024-12-10,1266.349975585938
2024-12-11,1269.010009765625
2024-12-12,1269.719970703125
2024-12-13,1270.599975585938
2024-12-16,1268.859985351562
2024-12-17,1246.079956054688
2024-12-18,1225.140014648438
2024-12-19,1214.390014648438
2024-12-20,1219.109985351562
2024-12-23,1207.260009765625
2024-12-24,1221.650024414062
2024-12-26,1206.780029296875
2024-12-27,1197.349975585938
2024-12-30,1179.920043945312
2024-12-31,1185.800048828125
2025-01-02,1187.7099609375
2025-01-03,1204.219970703125
2025-01-06,1210.469970703125
2025-01-07,1199.719970703125
2025-01-08,1205.739990234375
2025-01-10,1197.599975585938
2025-01-13,1210.140014648438
2025-01-14,1204.329956054688
2025-01-15,1204.0400390625
2025-01-16,1204.719970703125
2025-01-17,1216.7900390625
2025-01-21,1241.079956054688
2025-01-22,1241.329956054688
2025-01-23,1261.619995117188
2025-01-24,1254.0
2025-01-27,1282.530029296875
2025-01-28,1278.339965820312
2025-01-29,1288.079956054688
2025-01-30,1310.160034179688
2025-01-31,1294.420043945312
2025-02-03,1316.06005859375
2025-02-04,1334.18994140625
2025-02-05,1348.239990234375
2025-02-06,1330.739990234375
2025-02-07,1316.75
2025-02-10,1310.02001953125
2025-02-11,1323.93994140625
2025-02-12,1324.300048828125
2025-02-13,1335.680053710938
2025-02-14,1318.800048828125
2025-02-18,1295.819946289062
2025-02-19,1295.800048828125
2025-02-20,1312.43994140625
2025-02-21,1303.410034179688
2025-02-24,1314.910034179688
2025-02-25,1346.579956054688
2025-02-26,1330.420043945312
2025-02-27,1353.4599609375
2025-02-28,1373.640014648438
2025-03-03,1375.989990234375
2025-03-04,1356.77001953125
2025-03-05,1339.670043945312
2025-03-06,1331.06005859375
2025-03-07,1319.010009765625
2025-03-10,1346.579956054688
2025-03-11,1324.06005859375
2025-03-12,1309.2900390625
2025-03-13,1289.489990234375
2025-03-14,1327.410034179688
2025-03-17,1347.989990234375
2025-03-18,1338.75
2025-03-19,1340.089965820312
2025-03-20,1343.150024414062
2025-03-21,1339.089965820312
2025-03-24,1362.739990234375
2025-03-25,1375.47998046875
2025-03-26,1380.97998046875
2025-03-27,1423.619995117188
2025-03-28,1408.550048828125
